,primary_country_target,primary_country_partner,Count
4514,Poland,Georgia,2
4516,Poland,Germany [],2
4531,Poland,Luxembourg,2
4535,Poland,Morocco,2
4558,Poland,Sri Lanka,2
4562,Poland,Tanzania,2
4564,Poland,The Philippines,2
4493,Poland,Botswana,1
4510,Poland,Ethiopia,1
4513,Poland,France [],1
4529,Poland,Kenya,1
4545,Poland,Republic of Singapore,1
4548,Poland,Rwanda,1
4550,Poland,Scotland,1
4568,Poland,UK [],1
4659,Portugal,USA,114
4657,Portugal,UK,83
4605,Portugal,Germany,80
4603,Portugal,France,68
4650,Portugal,Switzerland,53
4647,Portugal,Spain,51
4649,Portugal,Sweden,41
4615,Portugal,Italy,39
4586,Portugal,Canada,36
4665,Portugal,the Netherlands,36
4578,Portugal,Austria,32
4580,Portugal,Belgium,31
4577,Portugal,Australia,30
4589,Portugal,China,26
4597,Portugal,Denmark,26
4616,Portugal,Japan,26
4637,Portugal,Russia,24
4602,Portugal,Finland,23
4593,Portugal,Czech Republic,22
4633,Portugal,Poland,21
4608,Portugal,Hungary,20
4583,Portugal,Brazil,17
4628,Portugal,Norway,17
4645,Portugal,South Africa,16
4610,Portugal,India,15
4614,Portugal,Israel,15
4588,Portugal,Chile,14
4613,Portugal,Ireland,14
4626,Portugal,New Zealand,13
4646,Portugal,South Korea,13
4656,Portugal,Turkey,13
4623,Portugal,Mexico,12
4600,Portugal,Estonia,11
4576,Portugal,Argentina,10
4606,Portugal,Greece,10
4641,Portugal,Serbia,10
4590,Portugal,Colombia,8
4592,Portugal,Croatia,8
4643,Portugal,Slovakia,8
4651,Portugal,Taiwan,8
4584,Portugal,Bulgaria,7
4639,Portugal,Saudi Arabia,7
4642,Portugal,Singapore,7
4644,Portugal,Slovenia,7
4598,Portugal,Ecuador,6
4636,Portugal,Romania,6
4655,Portugal,Tunisia,6
4661,Portugal,Ukraine,6
4591,Portugal,Costa Rica,5
4612,Portugal,Iran,5
4617,Portugal,Kazakhstan,5
4618,Portugal,Kenya,5
4627,Portugal,Nigeria,5
4595,Portugal,Côte d'Ivoire,4
4619,Portugal,Lithuania,4
4621,Portugal,Malaysia,4
4624,Portugal,Mongolia,4
4630,Portugal,Panama,4
4631,Portugal,Peru,4
4663,Portugal,Venezuela,4
4664,Portugal,Vietnam,4
4599,Portugal,Egypt,3
4609,Portugal,Iceland,3
4625,Portugal,Morocco,3
4632,Portugal,Philippines,3
4638,Portugal,Rwanda,3
4652,Portugal,Tanzania,3
4660,Portugal,Uganda,3
4662,Portugal,United Arab Emirates,3
4579,Portugal,Bangladesh,2
4581,Portugal,Bolivia,2
4585,Portugal,Cameroon,2
4594,Portugal,Czechia,2
4604,Portugal,Georgia,2
4611,Portugal,Indonesia,2
4622,Portugal,Mali,2
4629,Portugal,Pakistan,2
4640,Portugal,Senegal,2
4654,Portugal,The Philippines,2
4582,Portugal,Botswana,1
4587,Portugal,Center for Astrophysics,1
4596,Portugal,Democratic Republic of the Congo,1
4601,Portugal,Ethiopia,1
4607,Portugal,Hong Kong,1
4620,Portugal,Luxembourg,1
4634,Portugal,Qatar,1
4635,Portugal,Republic of Singapore,1
4648,Portugal,Sri Lanka,1
4653,Portugal,Thailand,1
4658,Portugal,US,1
4732,Qatar,USA,30
4674,Qatar,Canada,18
4686,Qatar,France,16
4687,Qatar,Germany,16
4667,Qatar,Australia,13
4697,Qatar,Italy,12
4731,Qatar,UK,12
4724,Qatar,Sweden,10
4725,Qatar,Switzerland,10
4737,Qatar,the Netherlands,10
4685,Qatar,Finland,9
4698,Qatar,Japan,9
4668,Qatar,Austria,7
4670,Qatar,Belgium,7
4680,Qatar,Denmark,7
4692,Qatar,India,7
4707,Qatar,Norway,7
4726,Qatar,Taiwan,7
4676,Qatar,China,6
4694,Qatar,Iran,6
4722,Qatar,Spain,6
4672,Qatar,Brazil,5
4691,Qatar,Iceland,5
4723,Qatar,Sri Lanka,5
4735,Qatar,United Arab Emirates,5
4677,Qatar,Colombia,4
4683,Qatar,Estonia,4
4688,Qatar,Greece,4
4705,Qatar,New Zealand,4
4708,Qatar,Pakistan,4
4717,Qatar,Saudi Arabia,4
4719,Qatar,Singapore,4
4720,Qatar,South Africa,4
4730,Qatar,Turkey,4
4666,Qatar,Argentina,3
4678,Qatar,Croatia,3
4693,Qatar,Indonesia,3
4700,Qatar,Kenya,3
4702,Qatar,Malaysia,3
4703,Qatar,Mexico,3
4711,Qatar,Philippines,3
4712,Qatar,Poland,3
4715,Qatar,Russia,3
4721,Qatar,South Korea,3
4728,Qatar,The Philippines,3
4669,Qatar,Bangladesh,2
4679,Qatar,Czech Republic,2
4682,Qatar,Egypt,2
4695,Qatar,Ireland,2
4710,Qatar,Peru,2
4714,Qatar,Romania,2
4727,Qatar,Tanzania,2
4736,Qatar,Vietnam,2
4671,Qatar,Botswana,1
4673,Qatar,Bulgaria,1
4675,Qatar,Chile,1
4681,Qatar,Ecuador,1
4684,Qatar,Ethiopia,1
4689,Qatar,Hong Kong,1
4690,Qatar,Hungary,1
4696,Qatar,Israel,1
4699,Qatar,Kazakhstan,1
4701,Qatar,Luxembourg,1
4704,Qatar,Morocco,1
4706,Qatar,Nigeria,1
4709,Qatar,Panama,1
4713,Qatar,Portugal,1
4716,Qatar,Rwanda,1
4718,Qatar,Serbia,1
4729,Qatar,Tunisia,1
4733,Qatar,Uganda,1
4734,Qatar,Ukraine,1
4755,ROC,USA,4
4741,ROC,China,2
4748,ROC,Japan,2
4738,ROC,Canada,1
4739,ROC,Center for Astrophysics,1
4740,ROC,Chile,1
4742,ROC,Denmark,1
4743,ROC,Finland,1
4744,ROC,France,1
4745,ROC,Germany,1
4746,ROC,Greece,1
4747,ROC,Italy,1
4749,ROC,Malaysia,1
4750,ROC,Mexico,1
4751,ROC,South Korea,1
4752,ROC,Spain,1
4753,ROC,Sweden,1
4754,ROC,UK,1
4756,ROC,the Netherlands,1
4763,Republic of Singapore,China,4
4792,Republic of Singapore,USA,3
4769,Republic of Singapore,Germany,2
4786,Republic of Singapore,Spain,2
4791,Republic of Singapore,UK,2
4757,Republic of Singapore,Australia,1
4758,Republic of Singapore,Austria,1
4759,Republic of Singapore,Belgium,1
4760,Republic of Singapore,Brazil,1
4761,Republic of Singapore,Bulgaria,1
4762,Republic of Singapore,Canada,1
4764,Republic of Singapore,Czech Republic,1
4765,Republic of Singapore,Denmark,1
4766,Republic of Singapore,Estonia,1
4767,Republic of Singapore,Finland,1
4768,Republic of Singapore,France,1
4770,Republic of Singapore,Greece,1
4771,Republic of Singapore,Hong Kong,1
4772,Republic of Singapore,Hungary,1
4773,Republic of Singapore,Iceland,1
4774,Republic of Singapore,Indonesia,1
4775,Republic of Singapore,Ireland,1
4776,Republic of Singapore,Israel,1
4777,Republic of Singapore,Italy,1
4778,Republic of Singapore,Japan,1
4779,Republic of Singapore,Lithuania,1
4780,Republic of Singapore,Norway,1
4781,Republic of Singapore,Poland,1
4782,Republic of Singapore,Portugal,1
4783,Republic of Singapore,Russia,1
4784,Republic of Singapore,Singapore,1
4785,Republic of Singapore,South Korea,1
4787,Republic of Singapore,Sweden,1
4788,Republic of Singapore,Switzerland,1
4789,Republic of Singapore,Taiwan,1
4790,Republic of Singapore,Turkey,1
4793,Republic of Singapore,the Netherlands,1
4870,Romania,USA,28
4869,Romania,UK,23
4821,Romania,Germany,21
4830,Romania,Italy,21
4819,Romania,France,20
4859,Romania,Spain,20
4804,Romania,Canada,17
4847,Romania,Poland,16
4806,Romania,China,15
4850,Romania,Russia,15
4796,Romania,Austria,13
4810,Romania,Czech Republic,13
4795,Romania,Australia,12
4823,Romania,Hungary,12
4853,Romania,Serbia,12
4876,Romania,the Netherlands,12
4862,Romania,Switzerland,11
4798,Romania,Belgium,10
4831,Romania,Japan,10
4842,Romania,Norway,8
4813,Romania,Denmark,7
4818,Romania,Finland,7
4828,Romania,Ireland,7
4861,Romania,Sweden,7
4801,Romania,Brazil,6
4809,Romania,Croatia,6
4816,Romania,Estonia,6
4822,Romania,Greece,6
4840,Romania,New Zealand,6
4848,Romania,Portugal,6
4858,Romania,South Korea,6
4863,Romania,Taiwan,6
4794,Romania,Argentina,5
4802,Romania,Bulgaria,5
4805,Romania,Chile,5
4807,Romania,Colombia,5
4825,Romania,India,5
4837,Romania,Mexico,5
4854,Romania,Singapore,5
4855,Romania,Slovakia,5
4872,Romania,Ukraine,5
4811,Romania,Czechia,4
4815,Romania,Egypt,4
4827,Romania,Iran,4
4832,Romania,Kazakhstan,4
4834,Romania,Lithuania,4
4845,Romania,Peru,4
4857,Romania,South Africa,4
4873,Romania,United Arab Emirates,4
4875,Romania,Vietnam,4
4814,Romania,Ecuador,3
4836,Romania,Malaysia,3
4844,Romania,Panama,3
4852,Romania,Saudi Arabia,3
4867,Romania,Tunisia,3
4868,Romania,Turkey,3
4871,Romania,Uganda,3
4799,Romania,Bolivia,2
4803,Romania,Cameroon,2
4808,Romania,Costa Rica,2
4812,Romania,Côte d'Ivoire,2
4829,Romania,Israel,2
4835,Romania,Luxembourg,2
4839,Romania,Morocco,2
4843,Romania,Pakistan,2
4849,Romania,Qatar,2
4856,Romania,Slovenia,2
4864,Romania,Tanzania,2
4866,Romania,The Philippines,2
4874,Romania,Venezuela,2
4797,Romania,Bangladesh,1
4800,Romania,Botswana,1
4817,Romania,Ethiopia,1
4820,Romania,Georgia,1
4824,Romania,Iceland,1
4826,Romania,Indonesia,1
4833,Romania,Kenya,1
4838,Romania,Mongolia,1
4841,Romania,Nigeria,1
4846,Romania,Philippines,1
4851,Romania,Rwanda,1
4860,Romania,Sri Lanka,1
4865,Romania,Thailand,1
4960,Russia,USA,171
4905,Russia,Germany,149
4958,Russia,UK,120
4902,Russia,France,91
4887,Russia,Canada,78
4916,Russia,Italy,73
4948,Russia,Spain,71
4950,Russia,Sweden,70
4951,Russia,Switzerland,61
4966,Russia,the Netherlands,61
4879,Russia,Austria,58
4889,Russia,China,58
4896,Russia,Denmark,51
4917,Russia,Japan,50
4878,Russia,Australia,49
4934,Russia,Poland,42
4929,Russia,Norway,38
4893,Russia,Czech Republic,35
4901,Russia,Finland,32
4881,Russia,Belgium,31
4909,Russia,Hungary,29
4914,Russia,Ireland,26
4935,Russia,Portugal,24
4915,Russia,Israel,21
4918,Russia,Kazakhstan,21
4946,Russia,South Africa,21
4899,Russia,Estonia,20
4911,Russia,India,20
4927,Russia,New Zealand,18
4884,Russia,Brazil,17
4888,Russia,Chile,17
4877,Russia,Argentina,16
4942,Russia,Serbia,16
4943,Russia,Singapore,16
4962,Russia,Ukraine,16
4938,Russia,Romania,15
4952,Russia,Taiwan,15
4957,Russia,Turkey,15
4924,Russia,Mexico,14
4885,Russia,Bulgaria,13
4892,Russia,Croatia,13
4947,Russia,South Korea,13
4925,Russia,Mongolia,12
4890,Russia,Colombia,11
4920,Russia,Lithuania,10
4944,Russia,Slovakia,10
4954,Russia,Thailand,10
4904,Russia,Georgia,9
4922,Russia,Malaysia,9
4940,Russia,Saudi Arabia,9
4907,Russia,Greece,8
4910,Russia,Iceland,8
4913,Russia,Iran,8
4894,Russia,Czechia,7
4932,Russia,Peru,7
4891,Russia,Costa Rica,6
4897,Russia,Ecuador,6
4912,Russia,Indonesia,6
4931,Russia,Panama,6
4963,Russia,United Arab Emirates,6
4921,Russia,Luxembourg,5
4926,Russia,Morocco,5
4965,Russia,Vietnam,5
4880,Russia,Bangladesh,4
4882,Russia,Bolivia,4
4919,Russia,Kenya,4
4949,Russia,Sri Lanka,4
4964,Russia,Venezuela,4
4886,Russia,Cameroon,3
4895,Russia,Côte d'Ivoire,3
4898,Russia,Egypt,3
4908,Russia,Hong Kong,3
4930,Russia,Pakistan,3
4933,Russia,Philippines,3
4936,Russia,Qatar,3
4953,Russia,Tanzania,3
4961,Russia,Uganda,3
4906,Russia,Germany [],2
4928,Russia,Nigeria,2
4941,Russia,Senegal,2
4945,Russia,Slovenia,2
4955,Russia,The Philippines,2
4956,Russia,Tunisia,2
4883,Russia,Botswana,1
4900,Russia,Ethiopia,1
4903,Russia,France [],1
4923,Russia,Massachusetts  USA,1
4937,Russia,Republic of Singapore,1
4939,Russia,Rwanda,1
4959,Russia,UK [],1
5021,Rwanda,USA,6
5020,Rwanda,UK,5
4967,Rwanda,Australia,4
4987,Rwanda,France,4
4970,Rwanda,Belgium,3
4971,Rwanda,Brazil,3
4976,Rwanda,China,3
4979,Rwanda,Czech Republic,3
4981,Rwanda,Democratic Republic of the Congo,3
4988,Rwanda,Germany,3
4991,Rwanda,India,3
4993,Rwanda,Italy,3
5006,Rwanda,Portugal,3
5012,Rwanda,South Africa,3
5014,Rwanda,Sweden,3
5015,Rwanda,Switzerland,3
5025,Rwanda,the Netherlands,3
4974,Rwanda,Canada,2
4986,Rwanda,Finland,2
4992,Rwanda,Ireland,2
4996,Rwanda,Kenya,2
5000,Rwanda,New Zealand,2
5010,Rwanda,Singapore,2
5013,Rwanda,Spain,2
5016,Rwanda,Taiwan,2
4968,Rwanda,Austria,1
4969,Rwanda,Bangladesh,1
4972,Rwanda,Bulgaria,1
4973,Rwanda,Cameroon,1
4975,Rwanda,Chile,1
4977,Rwanda,Colombia,1
4978,Rwanda,Costa Rica,1
4980,Rwanda,Côte d'Ivoire,1
4982,Rwanda,Denmark,1
4983,Rwanda,Ecuador,1
4984,Rwanda,Egypt,1
4985,Rwanda,Ethiopia,1
4989,Rwanda,Hungary,1
4990,Rwanda,Iceland,1
4994,Rwanda,Japan,1
4995,Rwanda,Kazakhstan,1
4997,Rwanda,Luxembourg,1
4998,Rwanda,Malaysia,1
4999,Rwanda,Mexico,1
5001,Rwanda,Nigeria,1
5002,Rwanda,Norway,1
5003,Rwanda,Peru,1
5004,Rwanda,Philippines,1
5005,Rwanda,Poland,1
5007,Rwanda,Qatar,1
5008,Rwanda,Romania,1
5009,Rwanda,Russia,1
5011,Rwanda,Slovenia,1
5017,Rwanda,Tanzania,1
5018,Rwanda,Tunisia,1
5019,Rwanda,Turkey,1
5022,Rwanda,Uganda,1
5023,Rwanda,United Arab Emirates,1
5024,Rwanda,Vietnam,1
5099,Saudi Arabia,USA,69
5098,Saudi Arabia,UK,45
5037,Saudi Arabia,China,42
5051,Saudi Arabia,Germany,34
5027,Saudi Arabia,Australia,28
5035,Saudi Arabia,Canada,28
5049,Saudi Arabia,France,25
5088,Saudi Arabia,Spain,21
5091,Saudi Arabia,Switzerland,21
5090,Saudi Arabia,Sweden,16
5060,Saudi Arabia,Italy,15
5061,Saudi Arabia,Japan,15
5105,Saudi Arabia,the Netherlands,15
5043,Saudi Arabia,Denmark,13
5084,Saudi Arabia,Singapore,12
5030,Saudi Arabia,Belgium,11
5033,Saudi Arabia,Brazil,11
5028,Saudi Arabia,Austria,9
5038,Saudi Arabia,Colombia,9
5057,Saudi Arabia,Iran,9
5059,Saudi Arabia,Israel,9
5070,Saudi Arabia,New Zealand,9
5081,Saudi Arabia,Russia,9
5086,Saudi Arabia,South Africa,9
5055,Saudi Arabia,India,8
5063,Saudi Arabia,Kenya,8
5102,Saudi Arabia,United Arab Emirates,8
5036,Saudi Arabia,Chile,7
5048,Saudi Arabia,Finland,7
5067,Saudi Arabia,Mexico,7
5078,Saudi Arabia,Portugal,7
5092,Saudi Arabia,Taiwan,7
5045,Saudi Arabia,Egypt,6
5046,Saudi Arabia,Estonia,6
5056,Saudi Arabia,Indonesia,6
5044,Saudi Arabia,Ecuador,5
5054,Saudi Arabia,Iceland,5
5066,Saudi Arabia,Malaysia,5
5072,Saudi Arabia,Norway,5
5077,Saudi Arabia,Poland,5
5087,Saudi Arabia,South Korea,5
5026,Saudi Arabia,Argentina,4
5039,Saudi Arabia,Croatia,4
5058,Saudi Arabia,Ireland,4
5068,Saudi Arabia,Mongolia,4
5079,Saudi Arabia,Qatar,4
5095,Saudi Arabia,The Philippines,4
5050,Saudi Arabia,Georgia,3
5052,Saudi Arabia,Greece,3
5053,Saudi Arabia,Hungary,3
5062,Saudi Arabia,Kazakhstan,3
5064,Saudi Arabia,Lithuania,3
5073,Saudi Arabia,Pakistan,3
5074,Saudi Arabia,Panama,3
5075,Saudi Arabia,Peru,3
5080,Saudi Arabia,Romania,3
5089,Saudi Arabia,Sri Lanka,3
5093,Saudi Arabia,Tanzania,3
5094,Saudi Arabia,Thailand,3
5097,Saudi Arabia,Turkey,3
5101,Saudi Arabia,Ukraine,3
5104,Saudi Arabia,Vietnam,3
5029,Saudi Arabia,Bangladesh,2
5040,Saudi Arabia,Czech Republic,2
5041,Saudi Arabia,Czechia,2
5069,Saudi Arabia,Morocco,2
5071,Saudi Arabia,Nigeria,2
5082,Saudi Arabia,Serbia,2
5096,Saudi Arabia,Tunisia,2
5100,Saudi Arabia,Uganda,2
5103,Saudi Arabia,Venezuela,2
5031,Saudi Arabia,Bolivia,1
5032,Saudi Arabia,Botswana,1
5034,Saudi Arabia,Cameroon,1
5042,Saudi Arabia,Democratic Republic of the Congo,1
5047,Saudi Arabia,Ethiopia,1
5065,Saudi Arabia,Luxembourg,1
5076,Saudi Arabia,Philippines,1
5083,Saudi Arabia,Sierra Leone,1
5085,Saudi Arabia,Slovakia,1
5131,Scotland,USA,7
5130,Scotland,UK,6
5109,Scotland,China,4
5129,Scotland,Switzerland,4
5115,Scotland,Germany,3
5106,Scotland,Australia,2
5108,Scotland,Canada,2
5110,Scotland,Croatia,2
5112,Scotland,Estonia,2
5113,Scotland,Finland,2
5114,Scotland,France,2
5121,Scotland,Italy,2
5127,Scotland,Spain,2
5132,Scotland,the Netherlands,2
5107,Scotland,Austria,1
5111,Scotland,Denmark,1
5116,Scotland,Greece,1
5117,Scotland,Iceland,1
5118,Scotland,India,1
5119,Scotland,Ireland,1
5120,Scotland,Israel,1
5122,Scotland,Japan,1
5123,Scotland,New Zealand,1
5124,Scotland,Nigeria,1
5125,Scotland,PR China,1
5126,Scotland,Poland,1
5128,Scotland,Sweden,1
5168,Senegal,USA,10
5145,Senegal,France,8
5146,Senegal,Germany,7
5167,Senegal,UK,6
5134,Senegal,Australia,4
5165,Senegal,Switzerland,4
5135,Senegal,Belgium,3
5138,Senegal,Canada,3
5142,Senegal,Denmark,3
5147,Senegal,Guinea,3
5136,Senegal,Brazil,2
5140,Senegal,China,2
5148,Senegal,India,2
5151,Senegal,Italy,2
5152,Senegal,Japan,2
5158,Senegal,Portugal,2
5159,Senegal,Russia,2
5161,Senegal,South Africa,2
5164,Senegal,Sweden,2
5133,Senegal,Argentina,1
5137,Senegal,Bulgaria,1
5139,Senegal,Chile,1
5141,Senegal,Côte d'Ivoire,1
5143,Senegal,Ecuador,1
5144,Senegal,Finland,1
5149,Senegal,Indonesia,1
5150,Senegal,Israel,1
5153,Senegal,Mali,1
5154,Senegal,Mexico,1
5155,Senegal,Morocco,1
5156,Senegal,New Zealand,1
5157,Senegal,Norway,1
5160,Senegal,Singapore,1
5162,Senegal,Spain,1
5163,Senegal,Sri Lanka,1
5166,Senegal,Taiwan,1
5169,Senegal,United Arab Emirates,1
5170,Senegal,Venezuela,1
5171,Senegal,the Netherlands,1
5243,Serbia,UK,26
5244,Serbia,USA,25
5207,Serbia,Italy,23
5197,Serbia,France,20
5233,Serbia,Spain,20
5199,Serbia,Germany,18
5174,Serbia,Austria,17
5182,Serbia,Canada,17
5222,Serbia,Poland,17
5226,Serbia,Russia,16
5208,Serbia,Japan,14
5188,Serbia,Czech Republic,13
5225,Serbia,Romania,12
5236,Serbia,Switzerland,12
5250,Serbia,the Netherlands,12
5184,Serbia,China,11
5201,Serbia,Hungary,10
5223,Serbia,Portugal,10
5235,Serbia,Sweden,10
5173,Serbia,Australia,9
5187,Serbia,Croatia,9
5205,Serbia,Ireland,9
5217,Serbia,Norway,9
5242,Serbia,Turkey,9
5176,Serbia,Belgium,8
5179,Serbia,Brazil,8
5191,Serbia,Denmark,8
5202,Serbia,India,8
5229,Serbia,Slovakia,8
5172,Serbia,Argentina,7
5196,Serbia,Finland,7
5200,Serbia,Greece,7
5180,Serbia,Bulgaria,6
5185,Serbia,Colombia,6
5204,Serbia,Iran,6
5206,Serbia,Israel,6
5213,Serbia,Mexico,6
5215,Serbia,New Zealand,6
5183,Serbia,Chile,5
5186,Serbia,Costa Rica,5
5228,Serbia,Singapore,5
5230,Serbia,Slovenia,5
5231,Serbia,South Africa,5
5232,Serbia,South Korea,5
5237,Serbia,Taiwan,5
5189,Serbia,Czechia,4
5192,Serbia,Ecuador,4
5212,Serbia,Malaysia,4
5219,Serbia,Panama,4
5246,Serbia,Ukraine,4
5177,Serbia,Bolivia,3
5181,Serbia,Cameroon,3
5190,Serbia,Côte d'Ivoire,3
5194,Serbia,Estonia,3
5209,Serbia,Kazakhstan,3
5214,Serbia,Morocco,3
5216,Serbia,Nigeria,3
5218,Serbia,Pakistan,3
5220,Serbia,Peru,3
5221,Serbia,Philippines,3
5239,Serbia,Thailand,3
5241,Serbia,Tunisia,3
5245,Serbia,Uganda,3
5248,Serbia,Venezuela,3
5249,Serbia,Vietnam,3
5175,Serbia,Bangladesh,2
5193,Serbia,Egypt,2
5198,Serbia,Georgia,2
5203,Serbia,Indonesia,2
5211,Serbia,Lithuania,2
5227,Serbia,Saudi Arabia,2
5234,Serbia,Sri Lanka,2
5238,Serbia,Tanzania,2
5240,Serbia,The Philippines,2
5247,Serbia,United Arab Emirates,2
5178,Serbia,Botswana,1
5195,Serbia,Ethiopia,1
5210,Serbia,Kenya,1
5224,Serbia,Qatar,1
5285,Sierra Leone,USA,10
5284,Sierra Leone,UK,7
5273,Sierra Leone,Nigeria,6
5254,Sierra Leone,Belgium,5
5252,Sierra Leone,Australia,4
5259,Sierra Leone,China,4
5289,Sierra Leone,the Netherlands,4
5258,Sierra Leone,Canada,3
5266,Sierra Leone,France,3
5267,Sierra Leone,Germany,3
5270,Sierra Leone,Italy,3
5257,Sierra Leone,Cameroon,2
5269,Sierra Leone,Indonesia,2
5272,Sierra Leone,Malaysia,2
5274,Sierra Leone,Norway,2
5278,Sierra Leone,Singapore,2
5281,Sierra Leone,Switzerland,2
5282,Sierra Leone,Tanzania,2
5286,Sierra Leone,Uganda,2
5251,Sierra Leone,Argentina,1
5253,Sierra Leone,Austria,1
5255,Sierra Leone,Bolivia,1
5256,Sierra Leone,Brazil,1
5260,Sierra Leone,Colombia,1
5261,Sierra Leone,Democratic Republic of the Congo,1
5262,Sierra Leone,Denmark,1
5263,Sierra Leone,Ecuador,1
5264,Sierra Leone,Egypt,1
5265,Sierra Leone,Finland,1
5268,Sierra Leone,Guinea,1
5271,Sierra Leone,Japan,1
5275,Sierra Leone,Panama,1
5276,Sierra Leone,Peru,1
5277,Sierra Leone,Saudi Arabia,1
5279,Sierra Leone,Spain,1
5280,Sierra Leone,Sweden,1
5283,Sierra Leone,Thailand,1
5287,Sierra Leone,Venezuela,1
5288,Sierra Leone,Vietnam,1
5372,Singapore,USA,197
5302,Singapore,China,135
5371,Singapore,UK,114
5319,Singapore,Germany,100
5330,Singapore,Japan,65
5291,Singapore,Australia,64
5316,Singapore,France,55
5364,Singapore,Switzerland,50
5300,Singapore,Canada,49
5329,Singapore,Italy,43
5361,Singapore,Spain,42
5378,Singapore,the Netherlands,39
5363,Singapore,Sweden,34
5310,Singapore,Denmark,27
5294,Singapore,Belgium,24
5324,Singapore,India,24
5360,Singapore,South Korea,24
5315,Singapore,Finland,23
5328,Singapore,Israel,23
5365,Singapore,Taiwan,23
5297,Singapore,Brazil,22
5342,Singapore,Norway,19
5292,Singapore,Austria,18
5352,Singapore,Russia,16
5327,Singapore,Ireland,15
5313,Singapore,Estonia,13
5337,Singapore,Mexico,13
5340,Singapore,New Zealand,13
5325,Singapore,Indonesia,12
5335,Singapore,Malaysia,12
5354,Singapore,Saudi Arabia,12
5347,Singapore,Poland,11
5359,Singapore,South Africa,11
5320,Singapore,Greece,10
5323,Singapore,Iceland,10
5346,Singapore,Philippines,10
5306,Singapore,Czech Republic,9
5290,Singapore,Argentina,8
5301,Singapore,Chile,8
5303,Singapore,Colombia,8
5370,Singapore,Turkey,8
5377,Singapore,Vietnam,8
5348,Singapore,Portugal,7
5362,Singapore,Sri Lanka,7
5367,Singapore,Thailand,7
5305,Singapore,Croatia,6
5341,Singapore,Nigeria,6
5343,Singapore,Pakistan,6
5298,Singapore,Bulgaria,5
5299,Singapore,Cameroon,5
5312,Singapore,Egypt,5
5322,Singapore,Hungary,5
5351,Singapore,Romania,5
5356,Singapore,Serbia,5
5293,Singapore,Bangladesh,4
5311,Singapore,Ecuador,4
5314,Singapore,Ethiopia,4
5326,Singapore,Iran,4
5332,Singapore,Kenya,4
5344,Singapore,Panama,4
5349,Singapore,Qatar,4
5366,Singapore,Tanzania,4
5373,Singapore,Uganda,4
5321,Singapore,Hong Kong,3
5333,Singapore,Lithuania,3
5339,Singapore,Morocco,3
5345,Singapore,Peru,3
5368,Singapore,The Philippines,3
5374,Singapore,Ukraine,3
5375,Singapore,United Arab Emirates,3
5376,Singapore,Venezuela,3
5295,Singapore,Bolivia,2
5304,Singapore,Costa Rica,2
5309,Singapore,Democratic Republic of the Congo,2
5331,Singapore,Kazakhstan,2
5338,Singapore,Mongolia,2
5353,Singapore,Rwanda,2
5357,Singapore,Sierra Leone,2
5369,Singapore,Tunisia,2
5296,Singapore,Botswana,1
5307,Singapore,Czechia,1
5308,Singapore,Côte d'Ivoire,1
5317,Singapore,France [],1
5318,Singapore,Georgia,1
5334,Singapore,Luxembourg,1
5336,Singapore,Massachusetts  USA,1
5350,Singapore,Republic of Singapore,1
5355,Singapore,Senegal,1
5358,Singapore,Slovakia,1
5400,Slovakia,France,17
5402,Slovakia,Germany,17
5441,Slovakia,UK,17
5442,Slovakia,USA,16
5381,Slovakia,Austria,14
5393,Slovakia,Czech Republic,14
5436,Slovakia,Switzerland,14
5409,Slovakia,Italy,13
5424,Slovakia,Poland,13
5434,Slovakia,Spain,13
5435,Slovakia,Sweden,12
5387,Slovakia,Canada,11
5396,Slovakia,Denmark,11
5404,Slovakia,Hungary,11
5419,Slovakia,Norway,11
5448,Slovakia,the Netherlands,11
5382,Slovakia,Belgium,10
5427,Slovakia,Russia,10
5425,Slovakia,Portugal,8
5429,Slovakia,Serbia,8
5440,Slovakia,Turkey,8
5380,Slovakia,Australia,7
5399,Slovakia,Finland,7
5389,Slovakia,China,6
5405,Slovakia,India,6
5410,Slovakia,Japan,6
5431,Slovakia,Slovenia,6
5384,Slovakia,Brazil,5
5388,Slovakia,Chile,5
5390,Slovakia,Colombia,5
5398,Slovakia,Estonia,5
5417,Slovakia,New Zealand,5
5426,Slovakia,Romania,5
5379,Slovakia,Argentina,4
5391,Slovakia,Costa Rica,4
5392,Slovakia,Croatia,4
5407,Slovakia,Ireland,4
5408,Slovakia,Israel,4
5411,Slovakia,Kazakhstan,4
5415,Slovakia,Mongolia,4
5403,Slovakia,Greece,3
5406,Slovakia,Iran,3
5414,Slovakia,Mexico,3
5433,Slovakia,South Korea,3
5444,Slovakia,Ukraine,3
5383,Slovakia,Bolivia,2
5385,Slovakia,Bulgaria,2
5386,Slovakia,Cameroon,2
5394,Slovakia,Czechia,2
5395,Slovakia,Côte d'Ivoire,2
5397,Slovakia,Ecuador,2
5413,Slovakia,Malaysia,2
5418,Slovakia,Nigeria,2
5421,Slovakia,Panama,2
5422,Slovakia,Peru,2
5423,Slovakia,Philippines,2
5432,Slovakia,South Africa,2
5437,Slovakia,Taiwan,2
5438,Slovakia,Tanzania,2
5443,Slovakia,Uganda,2
5446,Slovakia,Venezuela,2
5447,Slovakia,Vietnam,2
5401,Slovakia,Georgia,1
5412,Slovakia,Lithuania,1
5416,Slovakia,Morocco,1
5420,Slovakia,Pakistan,1
5428,Slovakia,Saudi Arabia,1
5430,Slovakia,Singapore,1
