,primary_country_target,primary_country_partner,Count
3644,Malaysia,Romania,3
3669,Malaysia,United Arab Emirates,3
3605,Malaysia,Croatia,2
3608,Malaysia,Democratic Republic of the Congo,2
3611,Malaysia,Egypt,2
3623,Malaysia,Iran,2
3634,Malaysia,Nigeria,2
3636,Malaysia,Pakistan,2
3649,Malaysia,Sierra Leone,2
3651,Malaysia,Slovakia,2
3596,Malaysia,Botswana,1
3600,Malaysia,Center for Astrophysics,1
3613,Malaysia,Ethiopia,1
3616,Malaysia,Georgia,1
3619,Malaysia,Hong Kong,1
3620,Malaysia,Hungary,1
3629,Malaysia,Luxembourg,1
3631,Malaysia,Mongolia,1
3632,Malaysia,Morocco,1
3643,Malaysia,ROC,1
3646,Malaysia,Rwanda,1
3652,Malaysia,Slovenia,1
3663,Malaysia,Tunisia,1
3664,Malaysia,Turkey,1
3668,Malaysia,Ukraine,1
3686,Mali,USA,10
3685,Mali,UK,7
3683,Mali,Switzerland,4
3673,Mali,Australia,2
3676,Mali,Ethiopia,2
3677,Mali,France,2
3680,Mali,Kenya,2
3681,Mali,Portugal,2
3674,Mali,China,1
3675,Mali,Côte d'Ivoire,1
3678,Mali,Germany,1
3679,Mali,India,1
3682,Mali,Senegal,1
3684,Mali,Tanzania,1
3697,Massachusetts  USA,USA,9
3689,Massachusetts  USA,Canada,3
3687,Massachusetts  USA,Austria,1
3688,Massachusetts  USA,Belgium,1
3690,Massachusetts  USA,France,1
3691,Massachusetts  USA,Germany,1
3692,Massachusetts  USA,Russia,1
3693,Massachusetts  USA,Singapore,1
3694,Massachusetts  USA,South Korea,1
3695,Massachusetts  USA,Spain,1
3696,Massachusetts  USA,UK,1
3698,Massachusetts  USA,the Netherlands,1
3777,Mexico,USA,102
3776,Mexico,UK,66
3727,Mexico,Germany,53
3709,Mexico,Canada,43
3725,Mexico,France,42
3766,Mexico,Spain,39
3700,Mexico,Australia,38
3712,Mexico,China,36
3737,Mexico,Italy,34
3738,Mexico,Japan,34
3783,Mexico,the Netherlands,32
3706,Mexico,Brazil,27
3769,Mexico,Switzerland,27
3711,Mexico,Chile,25
3699,Mexico,Argentina,24
3764,Mexico,South Africa,24
3732,Mexico,India,23
3768,Mexico,Sweden,20
3719,Mexico,Denmark,19
3747,Mexico,Norway,19
3765,Mexico,South Korea,19
3713,Mexico,Colombia,18
3701,Mexico,Austria,17
3745,Mexico,New Zealand,16
3724,Mexico,Finland,14
3757,Mexico,Russia,14
3752,Mexico,Poland,13
3762,Mexico,Singapore,13
3753,Mexico,Portugal,12
3735,Mexico,Ireland,10
3742,Mexico,Malaysia,10
3703,Mexico,Belgium,9
3720,Mexico,Ecuador,9
3722,Mexico,Estonia,9
3770,Mexico,Taiwan,9
3728,Mexico,Greece,8
3730,Mexico,Hungary,8
3733,Mexico,Indonesia,8
3736,Mexico,Israel,8
3750,Mexico,Peru,8
3781,Mexico,Venezuela,8
3748,Mexico,Pakistan,7
3751,Mexico,Philippines,7
3759,Mexico,Saudi Arabia,7
3767,Mexico,Sri Lanka,7
3704,Mexico,Bolivia,6
3714,Mexico,Costa Rica,6
3716,Mexico,Czech Republic,6
3731,Mexico,Iceland,6
3740,Mexico,Kenya,6
3761,Mexico,Serbia,6
3708,Mexico,Cameroon,5
3715,Mexico,Croatia,5
3718,Mexico,Côte d'Ivoire,5
3744,Mexico,Morocco,5
3749,Mexico,Panama,5
3756,Mexico,Romania,5
3775,Mexico,Turkey,5
3782,Mexico,Vietnam,5
3721,Mexico,Egypt,4
3778,Mexico,Uganda,4
3702,Mexico,Bangladesh,3
3734,Mexico,Iran,3
3746,Mexico,Nigeria,3
3754,Mexico,Qatar,3
3763,Mexico,Slovakia,3
3772,Mexico,Thailand,3
3773,Mexico,The Philippines,3
3780,Mexico,United Arab Emirates,3
3707,Mexico,Bulgaria,2
3710,Mexico,Center for Astrophysics,2
3723,Mexico,Ethiopia,2
3726,Mexico,Georgia,2
3741,Mexico,Lithuania,2
3771,Mexico,Tanzania,2
3774,Mexico,Tunisia,2
3779,Mexico,Ukraine,2
3705,Mexico,Botswana,1
3717,Mexico,Czechia,1
3729,Mexico,Hong Kong,1
3739,Mexico,Kazakhstan,1
3743,Mexico,Mongolia,1
3755,Mexico,ROC,1
3758,Mexico,Rwanda,1
3760,Mexico,Senegal,1
3839,Mongolia,USA,16
3804,Mongolia,Germany,14
3824,Mongolia,Russia,12
3838,Mongolia,UK,12
3802,Mongolia,France,11
3791,Mongolia,Canada,9
3798,Mongolia,Denmark,9
3814,Mongolia,Kazakhstan,9
3832,Mongolia,Sweden,9
3805,Mongolia,Hungary,8
3831,Mongolia,Spain,7
3786,Mongolia,Austria,6
3796,Mongolia,Czech Republic,6
3813,Mongolia,Japan,6
3833,Mongolia,Switzerland,6
3785,Mongolia,Australia,5
3788,Mongolia,Belgium,5
3809,Mongolia,Iran,5
3820,Mongolia,Norway,5
3793,Mongolia,China,4
3800,Mongolia,Estonia,4
3803,Mongolia,Georgia,4
3812,Mongolia,Italy,4
3822,Mongolia,Portugal,4
3825,Mongolia,Saudi Arabia,4
3827,Mongolia,Slovakia,4
3840,Mongolia,Ukraine,4
3842,Mongolia,the Netherlands,4
3784,Mongolia,Argentina,3
3795,Mongolia,Croatia,3
3811,Mongolia,Israel,3
3816,Mongolia,Lithuania,3
3821,Mongolia,Poland,3
3830,Mongolia,South Korea,3
3789,Mongolia,Brazil,2
3797,Mongolia,Czechia,2
3801,Mongolia,Finland,2
3807,Mongolia,India,2
3810,Mongolia,Ireland,2
3819,Mongolia,New Zealand,2
3826,Mongolia,Singapore,2
3834,Mongolia,Taiwan,2
3836,Mongolia,Tunisia,2
3837,Mongolia,Turkey,2
3787,Mongolia,Bangladesh,1
3790,Mongolia,Bulgaria,1
3792,Mongolia,Chile,1
3794,Mongolia,Colombia,1
3799,Mongolia,Ecuador,1
3806,Mongolia,Iceland,1
3808,Mongolia,Indonesia,1
3815,Mongolia,Kenya,1
3817,Mongolia,Malaysia,1
3818,Mongolia,Mexico,1
3823,Mongolia,Romania,1
3828,Mongolia,Slovenia,1
3829,Mongolia,South Africa,1
3835,Mongolia,The Philippines,1
3841,Mongolia,Venezuela,1
3912,Morocco,USA,18
3911,Morocco,UK,15
3866,Morocco,France,14
3867,Morocco,Germany,12
3875,Morocco,Italy,11
3901,Morocco,Spain,11
3844,Morocco,Australia,9
3852,Morocco,Canada,8
3854,Morocco,China,8
3903,Morocco,Sweden,7
3904,Morocco,Switzerland,7
3847,Morocco,Belgium,6
3853,Morocco,Chile,6
3870,Morocco,India,6
3899,Morocco,South Africa,6
3843,Morocco,Argentina,5
3849,Morocco,Brazil,5
3865,Morocco,Finland,5
3876,Morocco,Japan,5
3881,Morocco,Mexico,5
3892,Morocco,Russia,5
3855,Morocco,Colombia,4
3861,Morocco,Denmark,4
3869,Morocco,Hungary,4
3917,Morocco,the Netherlands,4
3850,Morocco,Bulgaria,3
3856,Morocco,Costa Rica,3
3857,Morocco,Croatia,3
3863,Morocco,Egypt,3
3882,Morocco,New Zealand,3
3884,Morocco,Norway,3
3889,Morocco,Portugal,3
3895,Morocco,Serbia,3
3896,Morocco,Singapore,3
3910,Morocco,Turkey,3
3845,Morocco,Austria,2
3848,Morocco,Bolivia,2
3851,Morocco,Cameroon,2
3858,Morocco,Czech Republic,2
3860,Morocco,Côte d'Ivoire,2
3868,Morocco,Greece,2
3871,Morocco,Indonesia,2
3874,Morocco,Israel,2
3878,Morocco,Lithuania,2
3885,Morocco,Pakistan,2
3888,Morocco,Poland,2
3891,Morocco,Romania,2
3893,Morocco,Saudi Arabia,2
3905,Morocco,Taiwan,2
3909,Morocco,Tunisia,2
3916,Morocco,Venezuela,2
3846,Morocco,Bangladesh,1
3859,Morocco,Czechia,1
3862,Morocco,Ecuador,1
3864,Morocco,Estonia,1
3872,Morocco,Iran,1
3873,Morocco,Ireland,1
3877,Morocco,Kenya,1
3879,Morocco,Luxembourg,1
3880,Morocco,Malaysia,1
3883,Morocco,Nigeria,1
3886,Morocco,Panama,1
3887,Morocco,Philippines,1
3890,Morocco,Qatar,1
3894,Morocco,Senegal,1
3897,Morocco,Slovakia,1
3898,Morocco,Slovenia,1
3900,Morocco,South Korea,1
3902,Morocco,Sri Lanka,1
3906,Morocco,Tanzania,1
3907,Morocco,Thailand,1
3908,Morocco,The Philippines,1
3913,Morocco,Uganda,1
3914,Morocco,Ukraine,1
3915,Morocco,United Arab Emirates,1
3999,New Zealand,USA,108
3998,New Zealand,UK,87
3919,New Zealand,Australia,70
3946,New Zealand,Germany,65
3944,New Zealand,France,60
3928,New Zealand,Canada,44
3957,New Zealand,Japan,39
3991,New Zealand,Switzerland,38
3930,New Zealand,China,35
4005,New Zealand,the Netherlands,34
3988,New Zealand,Spain,33
3956,New Zealand,Italy,31
3938,New Zealand,Denmark,26
3920,New Zealand,Austria,25
3990,New Zealand,Sweden,24
3925,New Zealand,Brazil,21
3986,New Zealand,South Africa,21
3922,New Zealand,Belgium,19
3951,New Zealand,India,19
3929,New Zealand,Chile,18
3943,New Zealand,Finland,18
3977,New Zealand,Russia,18
3954,New Zealand,Ireland,17
3967,New Zealand,Norway,17
3934,New Zealand,Czech Republic,16
3963,New Zealand,Mexico,16
3962,New Zealand,Malaysia,14
3992,New Zealand,Taiwan,14
3918,New Zealand,Argentina,13
3931,New Zealand,Colombia,13
3974,New Zealand,Portugal,13
3983,New Zealand,Singapore,13
3952,New Zealand,Indonesia,10
3973,New Zealand,Poland,10
3941,New Zealand,Estonia,9
3979,New Zealand,Saudi Arabia,9
3955,New Zealand,Israel,8
3959,New Zealand,Kenya,7
3987,New Zealand,South Korea,7
4002,New Zealand,United Arab Emirates,7
3932,New Zealand,Costa Rica,6
3939,New Zealand,Ecuador,6
3947,New Zealand,Greece,6
3949,New Zealand,Hungary,6
3976,New Zealand,Romania,6
3982,New Zealand,Serbia,6
3995,New Zealand,The Philippines,6
3997,New Zealand,Turkey,6
3933,New Zealand,Croatia,5
3971,New Zealand,Peru,5
3972,New Zealand,Philippines,5
3984,New Zealand,Slovakia,5
3989,New Zealand,Sri Lanka,5
4004,New Zealand,Vietnam,5
3950,New Zealand,Iceland,4
3966,New Zealand,Nigeria,4
3970,New Zealand,Panama,4
3975,New Zealand,Qatar,4
3993,New Zealand,Tanzania,4
3994,New Zealand,Thailand,4
4003,New Zealand,Venezuela,4
3921,New Zealand,Bangladesh,3
3923,New Zealand,Bolivia,3
3927,New Zealand,Cameroon,3
3953,New Zealand,Iran,3
3965,New Zealand,Morocco,3
4000,New Zealand,Uganda,3
3936,New Zealand,Côte d'Ivoire,2
3940,New Zealand,Egypt,2
3942,New Zealand,Ethiopia,2
3958,New Zealand,Kazakhstan,2
3961,New Zealand,Luxembourg,2
3964,New Zealand,Mongolia,2
3969,New Zealand,Pakistan,2
3978,New Zealand,Rwanda,2
4001,New Zealand,Ukraine,2
3924,New Zealand,Botswana,1
3926,New Zealand,Bulgaria,1
3935,New Zealand,Czechia,1
3937,New Zealand,Democratic Republic of the Congo,1
3945,New Zealand,Georgia,1
3948,New Zealand,Hong Kong,1
3960,New Zealand,Lithuania,1
3968,New Zealand,PR China,1
3980,New Zealand,Scotland,1
3981,New Zealand,Senegal,1
3985,New Zealand,Slovenia,1
3996,New Zealand,Tunisia,1
4080,Nigeria,USA,22
4079,Nigeria,UK,17
4007,Nigeria,Australia,12
4032,Nigeria,Germany,12
4016,Nigeria,Canada,11
4018,Nigeria,China,11
4086,Nigeria,the Netherlands,11
4030,Nigeria,France,10
4042,Nigeria,Italy,10
4072,Nigeria,Switzerland,10
4010,Nigeria,Belgium,9
4069,Nigeria,Spain,9
4071,Nigeria,Sweden,9
4037,Nigeria,India,8
4067,Nigeria,South Africa,8
4043,Nigeria,Japan,7
4008,Nigeria,Austria,6
4013,Nigeria,Brazil,6
4024,Nigeria,Denmark,6
4029,Nigeria,Finland,6
4049,Nigeria,Norway,6
4063,Nigeria,Sierra Leone,6
4064,Nigeria,Singapore,6
4081,Nigeria,Uganda,6
4019,Nigeria,Colombia,5
4026,Nigeria,Egypt,5
4041,Nigeria,Israel,5
4055,Nigeria,Portugal,5
4015,Nigeria,Cameroon,4
4017,Nigeria,Chile,4
4027,Nigeria,Estonia,4
4028,Nigeria,Ethiopia,4
4038,Nigeria,Indonesia,4
4048,Nigeria,New Zealand,4
4068,Nigeria,South Korea,4
4074,Nigeria,Tanzania,4
4022,Nigeria,Czech Republic,3
4033,Nigeria,Greece,3
4035,Nigeria,Hungary,3
4040,Nigeria,Ireland,3
4044,Nigeria,Kenya,3
4046,Nigeria,Mexico,3
4052,Nigeria,Peru,3
4054,Nigeria,Poland,3
4062,Nigeria,Serbia,3
4073,Nigeria,Taiwan,3
4078,Nigeria,Turkey,3
4085,Nigeria,Vietnam,3
4020,Nigeria,Costa Rica,2
4021,Nigeria,Croatia,2
4023,Nigeria,Democratic Republic of the Congo,2
4025,Nigeria,Ecuador,2
4034,Nigeria,Guinea,2
4036,Nigeria,Iceland,2
4045,Nigeria,Malaysia,2
4050,Nigeria,Pakistan,2
4051,Nigeria,Panama,2
4053,Nigeria,Philippines,2
4058,Nigeria,Russia,2
4060,Nigeria,Saudi Arabia,2
4065,Nigeria,Slovakia,2
4066,Nigeria,Slovenia,2
4077,Nigeria,Tunisia,2
4082,Nigeria,Ukraine,2
4084,Nigeria,Venezuela,2
4006,Nigeria,Argentina,1
4009,Nigeria,Bangladesh,1
4011,Nigeria,Bolivia,1
4012,Nigeria,Botswana,1
4014,Nigeria,Bulgaria,1
4031,Nigeria,Georgia,1
4039,Nigeria,Iran,1
4047,Nigeria,Morocco,1
4056,Nigeria,Qatar,1
4057,Nigeria,Romania,1
4059,Nigeria,Rwanda,1
4061,Nigeria,Scotland,1
4070,Nigeria,Sri Lanka,1
4075,Nigeria,Thailand,1
4076,Nigeria,The Philippines,1
4083,Nigeria,United Arab Emirates,1
4170,Norway,USA,164
4168,Norway,UK,140
4115,Norway,Germany,122
4112,Norway,France,91
4097,Norway,Canada,90
4160,Norway,Sweden,80
4161,Norway,Switzerland,79
4176,Norway,the Netherlands,75
4088,Norway,Australia,74
4126,Norway,Italy,64
4158,Norway,Spain,64
4099,Norway,China,62
4106,Norway,Denmark,62
4089,Norway,Austria,50
4127,Norway,Japan,45
4111,Norway,Finland,40
4091,Norway,Belgium,39
4147,Norway,Russia,38
4109,Norway,Estonia,27
4120,Norway,Iceland,27
4142,Norway,Poland,26
4157,Norway,South Korea,25
4121,Norway,India,24
4098,Norway,Chile,20
4103,Norway,Czech Republic,20
4124,Norway,Ireland,20
4133,Norway,Mexico,19
4153,Norway,Singapore,19
4087,Norway,Argentina,18
4094,Norway,Brazil,17
4136,Norway,New Zealand,17
4143,Norway,Portugal,17
4116,Norway,Greece,16
4156,Norway,South Africa,16
4119,Norway,Hungary,15
4125,Norway,Israel,15
4162,Norway,Taiwan,13
4167,Norway,Turkey,13
4100,Norway,Colombia,12
4102,Norway,Croatia,11
4154,Norway,Slovakia,11
4132,Norway,Malaysia,10
4095,Norway,Bulgaria,9
4151,Norway,Serbia,9
4172,Norway,Ukraine,9
4141,Norway,Philippines,8
4146,Norway,Romania,8
4101,Norway,Costa Rica,7
4144,Norway,Qatar,7
4122,Norway,Indonesia,6
4123,Norway,Iran,6
4130,Norway,Lithuania,6
4137,Norway,Nigeria,6
4175,Norway,Vietnam,6
4128,Norway,Kazakhstan,5
4129,Norway,Kenya,5
4134,Norway,Mongolia,5
4138,Norway,Pakistan,5
4140,Norway,Peru,5
4149,Norway,Saudi Arabia,5
4163,Norway,Tanzania,5
4092,Norway,Bolivia,4
4096,Norway,Cameroon,4
4131,Norway,Luxembourg,4
4139,Norway,Panama,4
4171,Norway,Uganda,4
4174,Norway,Venezuela,4
4105,Norway,Côte d'Ivoire,3
4107,Norway,Ecuador,3
4108,Norway,Egypt,3
4114,Norway,Georgia,3
4118,Norway,Hong Kong,3
4135,Norway,Morocco,3
4159,Norway,Sri Lanka,3
4164,Norway,Thailand,3
4165,Norway,The Philippines,3
4173,Norway,United Arab Emirates,3
4090,Norway,Bangladesh,2
4104,Norway,Czechia,2
4110,Norway,Ethiopia,2
4152,Norway,Sierra Leone,2
4155,Norway,Slovenia,2
4093,Norway,Botswana,1
4113,Norway,France [],1
4117,Norway,Guinea,1
4145,Norway,Republic of Singapore,1
4148,Norway,Rwanda,1
4150,Norway,Senegal,1
4166,Norway,Tunisia,1
4169,Norway,UK [],1
4188,PR China,USA,5
4183,PR China,Japan,2
4177,PR China,Austria,1
4178,PR China,Belgium,1
4179,PR China,Denmark,1
4180,PR China,France,1
4181,PR China,Germany,1
4182,PR China,Italy,1
4184,PR China,New Zealand,1
4185,PR China,Scotland,1
4186,PR China,Sweden,1
4187,PR China,UK,1
4189,PR China,the Netherlands,1
4259,Pakistan,USA,15
4258,Pakistan,UK,11
4199,Pakistan,Canada,9
4216,Pakistan,Germany,9
4191,Pakistan,Australia,8
4201,Pakistan,China,8
4208,Pakistan,Denmark,8
4225,Pakistan,Italy,8
4230,Pakistan,Mexico,7
4248,Pakistan,South Korea,7
4252,Pakistan,Switzerland,7
4213,Pakistan,Finland,6
4220,Pakistan,India,6
4226,Pakistan,Japan,6
4245,Pakistan,Singapore,6
4251,Pakistan,Sweden,6
4214,Pakistan,France,5
4217,Pakistan,Greece,5
4234,Pakistan,Norway,5
4249,Pakistan,Spain,5
4265,Pakistan,the Netherlands,5
4190,Pakistan,Argentina,4
4197,Pakistan,Brazil,4
4204,Pakistan,Croatia,4
4224,Pakistan,Israel,4
4238,Pakistan,Poland,4
4240,Pakistan,Qatar,4
4247,Pakistan,South Africa,4
4250,Pakistan,Sri Lanka,4
4253,Pakistan,Taiwan,4
4192,Pakistan,Austria,3
4193,Pakistan,Bangladesh,3
4200,Pakistan,Chile,3
4202,Pakistan,Colombia,3
4210,Pakistan,Egypt,3
4211,Pakistan,Estonia,3
4219,Pakistan,Iceland,3
4237,Pakistan,Philippines,3
4242,Pakistan,Russia,3
4243,Pakistan,Saudi Arabia,3
4244,Pakistan,Serbia,3
4257,Pakistan,Turkey,3
4209,Pakistan,Ecuador,2
4221,Pakistan,Indonesia,2
4222,Pakistan,Iran,2
4229,Pakistan,Malaysia,2
4231,Pakistan,Morocco,2
4232,Pakistan,New Zealand,2
4233,Pakistan,Nigeria,2
4235,Pakistan,Panama,2
4239,Pakistan,Portugal,2
4241,Pakistan,Romania,2
4255,Pakistan,The Philippines,2
4262,Pakistan,United Arab Emirates,2
4263,Pakistan,Venezuela,2
4194,Pakistan,Belgium,1
4195,Pakistan,Bolivia,1
4196,Pakistan,Botswana,1
4198,Pakistan,Cameroon,1
4203,Pakistan,Costa Rica,1
4205,Pakistan,Czech Republic,1
4206,Pakistan,Czechia,1
4207,Pakistan,Côte d'Ivoire,1
4212,Pakistan,Ethiopia,1
4215,Pakistan,Georgia,1
4218,Pakistan,Hungary,1
4223,Pakistan,Ireland,1
4227,Pakistan,Kenya,1
4228,Pakistan,Lithuania,1
4236,Pakistan,Peru,1
4246,Pakistan,Slovakia,1
4254,Pakistan,Thailand,1
4256,Pakistan,Tunisia,1
4260,Pakistan,Uganda,1
4261,Pakistan,Ukraine,1
4264,Pakistan,Vietnam,1
4333,Panama,UK,14
4334,Panama,USA,12
4275,Panama,Canada,10
4291,Panama,Germany,10
4267,Panama,Australia,9
4273,Panama,Brazil,9
4278,Panama,Colombia,9
4290,Panama,France,8
4299,Panama,Italy,8
4300,Panama,Japan,8
4323,Panama,Spain,8
4326,Panama,Switzerland,7
4266,Panama,Argentina,6
4277,Panama,China,6
4284,Panama,Denmark,6
4285,Panama,Ecuador,6
4302,Panama,Malaysia,6
4315,Panama,Russia,6
4321,Panama,South Africa,6
4340,Panama,the Netherlands,6
4274,Panama,Cameroon,5
4287,Panama,Estonia,5
4303,Panama,Mexico,5
4309,Panama,Peru,5
4338,Panama,Venezuela,5
4271,Panama,Bolivia,4
4276,Panama,Chile,4
4279,Panama,Costa Rica,4
4289,Panama,Finland,4
4294,Panama,India,4
4305,Panama,New Zealand,4
4307,Panama,Norway,4
4311,Panama,Poland,4
4312,Panama,Portugal,4
4317,Panama,Serbia,4
4319,Panama,Singapore,4
4325,Panama,Sweden,4
4329,Panama,Thailand,4
4335,Panama,Uganda,4
4339,Panama,Vietnam,4
4268,Panama,Austria,3
4270,Panama,Belgium,3
4281,Panama,Czech Republic,3
4282,Panama,Côte d'Ivoire,3
4295,Panama,Indonesia,3
4314,Panama,Romania,3
4316,Panama,Saudi Arabia,3
4322,Panama,South Korea,3
4324,Panama,Sri Lanka,3
4328,Panama,Tanzania,3
4269,Panama,Bangladesh,2
4280,Panama,Croatia,2
4293,Panama,Iceland,2
4298,Panama,Israel,2
4301,Panama,Kenya,2
4306,Panama,Nigeria,2
4308,Panama,Pakistan,2
4310,Panama,Philippines,2
4320,Panama,Slovakia,2
4327,Panama,Taiwan,2
4272,Panama,Botswana,1
4283,Panama,Democratic Republic of the Congo,1
4286,Panama,Egypt,1
4288,Panama,Ethiopia,1
4292,Panama,Greece,1
4296,Panama,Iran,1
4297,Panama,Ireland,1
4304,Panama,Morocco,1
4313,Panama,Qatar,1
4318,Panama,Sierra Leone,1
4330,Panama,The Philippines,1
4331,Panama,Tunisia,1
4332,Panama,Turkey,1
4336,Panama,Ukraine,1
4337,Panama,United Arab Emirates,1
4410,Peru,USA,30
4409,Peru,UK,22
4342,Peru,Australia,18
4366,Peru,Germany,17
4348,Peru,Brazil,15
4350,Peru,Canada,13
4352,Peru,China,13
4351,Peru,Chile,12
4365,Peru,France,12
4353,Peru,Colombia,11
4375,Peru,Italy,11
4399,Peru,Spain,11
4402,Peru,Switzerland,10
4416,Peru,the Netherlands,10
4341,Peru,Argentina,8
4380,Peru,Mexico,8
4343,Peru,Austria,7
4346,Peru,Bolivia,7
4370,Peru,India,7
4376,Peru,Japan,7
4390,Peru,Russia,7
4401,Peru,Sweden,7
4360,Peru,Ecuador,6
4364,Peru,Finland,6
4397,Peru,South Africa,6
4398,Peru,South Korea,6
4415,Peru,Vietnam,6
4345,Peru,Belgium,5
4359,Peru,Denmark,5
4381,Peru,New Zealand,5
4383,Peru,Norway,5
4385,Peru,Panama,5
4386,Peru,Poland,5
4403,Peru,Taiwan,5
4411,Peru,Uganda,5
4414,Peru,Venezuela,5
4356,Peru,Czech Republic,4
4362,Peru,Estonia,4
4371,Peru,Indonesia,4
4379,Peru,Malaysia,4
4387,Peru,Portugal,4
4389,Peru,Romania,4
4349,Peru,Cameroon,3
4357,Peru,Côte d'Ivoire,3
4377,Peru,Kenya,3
4382,Peru,Nigeria,3
4392,Peru,Saudi Arabia,3
4393,Peru,Serbia,3
4395,Peru,Singapore,3
4404,Peru,Tanzania,3
4344,Peru,Bangladesh,2
4354,Peru,Costa Rica,2
4355,Peru,Croatia,2
4361,Peru,Egypt,2
4367,Peru,Greece,2
4368,Peru,Hungary,2
4374,Peru,Israel,2
4388,Peru,Qatar,2
4396,Peru,Slovakia,2
4400,Peru,Sri Lanka,2
4347,Peru,Botswana,1
4358,Peru,Democratic Republic of the Congo,1
4363,Peru,Ethiopia,1
4369,Peru,Iceland,1
4372,Peru,Iran,1
4373,Peru,Ireland,1
4378,Peru,Lithuania,1
4384,Peru,Pakistan,1
4391,Peru,Rwanda,1
4394,Peru,Sierra Leone,1
4405,Peru,Thailand,1
4406,Peru,The Philippines,1
4407,Peru,Tunisia,1
4408,Peru,Turkey,1
4412,Peru,Ukraine,1
4413,Peru,United Arab Emirates,1
4482,Philippines,USA,20
4481,Philippines,UK,18
4428,Philippines,China,15
4441,Philippines,Germany,15
4418,Philippines,Australia,14
4477,Philippines,Switzerland,13
4426,Philippines,Canada,12
4474,Philippines,Spain,12
4450,Philippines,Japan,11
4486,Philippines,the Netherlands,11
4440,Philippines,France,10
4470,Philippines,Singapore,10
4434,Philippines,Denmark,9
4449,Philippines,Italy,9
4419,Philippines,Austria,8
4439,Philippines,Finland,8
4442,Philippines,Greece,8
4445,Philippines,India,8
4459,Philippines,Norway,8
4476,Philippines,Sweden,8
4444,Philippines,Iceland,7
4455,Philippines,Mexico,7
4473,Philippines,South Korea,6
4421,Philippines,Belgium,5
4432,Philippines,Czech Republic,5
4447,Philippines,Ireland,5
4457,Philippines,New Zealand,5
4472,Philippines,South Africa,5
4475,Philippines,Sri Lanka,5
4478,Philippines,Taiwan,5
4423,Philippines,Brazil,4
4427,Philippines,Chile,4
4430,Philippines,Costa Rica,4
4437,Philippines,Estonia,4
4462,Philippines,Poland,4
4480,Philippines,Turkey,4
4435,Philippines,Ecuador,3
4443,Philippines,Hungary,3
4448,Philippines,Israel,3
4454,Philippines,Malaysia,3
4460,Philippines,Pakistan,3
4463,Philippines,Portugal,3
4464,Philippines,Qatar,3
4466,Philippines,Russia,3
4469,Philippines,Serbia,3
4417,Philippines,Argentina,2
4420,Philippines,Bangladesh,2
4429,Philippines,Colombia,2
4431,Philippines,Croatia,2
4446,Philippines,Indonesia,2
4452,Philippines,Kenya,2
4458,Philippines,Nigeria,2
4461,Philippines,Panama,2
4471,Philippines,Slovakia,2
4479,Philippines,Thailand,2
4422,Philippines,Bolivia,1
4424,Philippines,Bulgaria,1
4425,Philippines,Cameroon,1
4433,Philippines,Côte d'Ivoire,1
4436,Philippines,Egypt,1
4438,Philippines,Ethiopia,1
4451,Philippines,Kazakhstan,1
4453,Philippines,Luxembourg,1
4456,Philippines,Morocco,1
4465,Philippines,Romania,1
4467,Philippines,Rwanda,1
4468,Philippines,Saudi Arabia,1
4483,Philippines,United Arab Emirates,1
4484,Philippines,Venezuela,1
4485,Philippines,Vietnam,1
4569,Poland,USA,143
4567,Poland,UK,100
4515,Poland,Germany,95
4512,Poland,France,75
4526,Poland,Italy,69
4557,Poland,Spain,64
4575,Poland,the Netherlands,52
4497,Poland,Canada,51
4559,Poland,Sweden,47
4560,Poland,Switzerland,46
4489,Poland,Austria,44
4488,Poland,Australia,42
4547,Poland,Russia,42
4506,Poland,Denmark,38
4527,Poland,Japan,37
4499,Poland,China,35
4491,Poland,Belgium,33
4503,Poland,Czech Republic,30
4519,Poland,Hungary,29
4538,Poland,Norway,26
4524,Poland,Ireland,25
4511,Poland,Finland,23
4525,Poland,Israel,21
4543,Poland,Portugal,21
4555,Poland,South Africa,19
4498,Poland,Chile,17
4551,Poland,Serbia,17
4509,Poland,Estonia,16
4546,Poland,Romania,16
4517,Poland,Greece,14
4566,Poland,Turkey,14
4494,Poland,Brazil,13
4521,Poland,India,13
4533,Poland,Mexico,13
4553,Poland,Slovakia,13
4556,Poland,South Korea,13
4561,Poland,Taiwan,12
4571,Poland,Ukraine,12
4552,Poland,Singapore,11
4487,Poland,Argentina,10
4536,Poland,New Zealand,10
4500,Poland,Colombia,9
4502,Poland,Croatia,9
4554,Poland,Slovenia,9
4504,Poland,Czechia,7
4520,Poland,Iceland,7
4528,Poland,Kazakhstan,7
4530,Poland,Lithuania,7
4495,Poland,Bulgaria,6
4523,Poland,Iran,6
4532,Poland,Malaysia,6
4563,Poland,Thailand,6
4501,Poland,Costa Rica,5
4507,Poland,Ecuador,5
4541,Poland,Peru,5
4549,Poland,Saudi Arabia,5
4574,Poland,Vietnam,5
4522,Poland,Indonesia,4
4539,Poland,Pakistan,4
4540,Poland,Panama,4
4542,Poland,Philippines,4
4572,Poland,United Arab Emirates,4
4490,Poland,Bangladesh,3
4492,Poland,Bolivia,3
4496,Poland,Cameroon,3
4505,Poland,Côte d'Ivoire,3
4508,Poland,Egypt,3
4518,Poland,Hong Kong,3
4534,Poland,Mongolia,3
4537,Poland,Nigeria,3
4544,Poland,Qatar,3
4565,Poland,Tunisia,3
4570,Poland,Uganda,3
4573,Poland,Venezuela,3
